feedback,aspect,sentiment
thầy thực hiện giảng dạy theo đúng thời khóa biểu vào ra lớp đúng giờ,2,Positive
laptop điện thoại,3,Neutral
có đầy đủ học liệu chi tiết,1,Positive
giảng viên bám sát nội dung môn học trong từng phần trong từng chương,1,Positive
dễ hiểu đúng tiến độ luôn luôn hỗ trợ kịp thời,2,Positive
giảng viên chủ động tương tác nhiệt tình và có trách nhiệm,2,Positive
luôn đúng giờ dạy theo đúng tkb,2,Positive
rất đầy đủ,2,Positive
rất nhiệt tình và thân thiện,2,Positive
đúng nội quy,2,Positive
đúng giờ đúng thời khóa biểu,2,Positive
dể hiểu,1,Positive
hơi kém,3,Negative
không co y kien gi khac,4,Neutral
rất hài lòng,1,Neutral
rất hài lòng,3,Neutral
thầy cô cung cấp đầy đủ giáo trình đề cương ôn,1,Positive
hoà đồng nhiệt tình,2,Positive
không quá khắt khe,2,Positive
quy định nghiêm túc,2,Positive
1 số máy tính hay xảy ra trục trặc,3,Negative
thầy cung cấp đầy đủ đề cươnh,1,Positive
số lượng đầy đủ,1,Positive
giảng dạy theo đúng thời khoá biểu,2,Positive
thầy cung cấp đầy đủ đề cương luôn giúp đỡ sinh viên khi gặp khó khăn,1,Positive
luôn bám sát nội dung bài học,1,Positive
thầy luôn chủ động tương tác với sinh viên nhiệt tình và có trách nhiệm,2,Positive
vừa đủ để sinh viên bắt kịp tiến độ bài,1,Positive
thầy luôn thực hiện giảng dạy đúng thời khóa biểu,2,Positive
thầy dạy đầy đủ tận tâm,1,Positive
thầy bám sát rõ ràng chi tiết,1,Positive
thầy dạy hay dễ hiểu,2,Positive
thầy dạy nhiệt tình luôn giải đáp thắc mắc của sinh viên,2,Positive
vừa đủ cho sinh viên,1,Positive
thầy luôn đi dạy đúng giờ,2,Positive
cần thay mới,3,Negative
mong muốn của em là trường nên thay thiết bị máy tính để không hay bị hư máy về thầy vinh tin nâng cao m1 thầy dạy rất nhiệt tình em cám ơn thầy đã luôn giải đáp thắc mắc của em ạ,4,Negative
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học,1,Positive
thầy bám sát nội dung trong từng phần,1,Positive
vui vẻ dễ hiểu,2,Positive
quá tốt,2,Positive
quá tốt,1,Positive
hay giật lag,3,Negative
nâng cấp ghế ngồi,4,Negative
có đề cập đến kinh nghiệm thực tiễn,2,Positive
thái độ giáo viên rất tốt,2,Positive
giáo viên vào lớp đúng giờ,2,Positive
máy tính của trường hơi lởm và nhiều lỗi,3,Negative
đầy đủ đa dạng,2,Positive
nhẹ nhàng,2,Positive
đủ sức không quá cao,1,Positive
tiện nghi,3,Positive
thầy cô cung cấp đầy đủ các đề cương và đề mục học tập,1,Positive
thầy cô bám sát nội dung từng phần rõ ràng cụ thể,1,Positive
thầy cô nhiệt tình có trách nhiệm,2,Positive
thầy cô vào ra đúng giờ,2,Positive
thầy cung cấp đầy đủ đề cương chi tiết tài liệu học tập môn,1,Positive
thầy bám sát nội dung môn học từng phần từng chương,1,Positive
dạy chậm dễ hiểu đúng tiến độ tkb,2,Positive
có trách nhiệm với học viên chủ động tương tác và hỗ trợ học viên trong giờ học,2,Positive
bài tập hướng dẫn đủ các dạng kiến thức cần,1,Positive
ra vào lớp đúng giờ dạy đủ số buổi,2,Positive
phòng học nên trang bị thêm loại ghế ngồi thoải mái hơn để trong suốt quá trình học không bị đau mỏi,3,Negative
thầy bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho học viên không khí vui vẻ,1,Positive
thầy có kinh nghiệm thực tiễn và việc đưa nội dung thực tiễn lồng ghép vào bài giảng,2,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy dạy tốc độ vừa phải dễ hiểu đúng tiến độ của tkb thông báo kịp thời khi có việc bận và sắp xếp lịch học bù kịp thời theo ý kiến của sinh viên,2,Positive
thầy chủ động tương tác với học viên trong giờ học giải đáp thắc mắc kịp thời thầy thân thiện nhiệt tình và có trách nhiệm với học viên,2,Positive
số lượng bài tập vừa đủ không quá nhiều các loại bài tập đạ dạng,1,Positive
thầy ra vào lớp đúng giờ thực hiện giảng dạy theo đúng thời khóa biểu,2,Positive
dàn máy không đủ mạnh thường xuyên chậm ảnh hưởng tới quá trình giảng dạy của thầy,3,Negative
nâng cấp thiết bị,4,Positive
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá có hiệu quả giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn đầy đủ,1,Positive
thầy bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho học viên hứng thú trong việc học,1,Positive
có kinh nghiệm giảng dạy truyền đạt kiến thức dễ hiểu,2,Positive
thầy chủ động tương tác với học viên trong giờ học thầy nhiệt tình và có trách nhiệm với học viên thầy thân thiện với học viên khi học viên hỏi,2,Positive
số lượng bài tập đầy đủ,1,Positive
máy tính quá kém còn lại đều ổn,3,Negative
làm ơn hãy nâng cấp thiết bị công nghệ,4,Negative
thầy cung cấp đầy đủ đề cương chi tiết bài giảng dễ hiểu giảng dạy ân cần,1,Positive
liên quan bám sát vào nội dung môn học,1,Positive
dễ hiểu nhẹ nhàng đúng tiến độ không quá gấp,2,Positive
ân cần chu đáo,2,Positive
đủ để thi,1,Positive
đúng giờ đủ buổi,2,Positive
màn hình thì dởm quá tối dù đã sáng hết gây hại cho mắt của sinh viên khi học ở đó ghế ngồi quá cứng quá cao và không linh động gây hại cho cột sống sinh viên chỗ quá chật gây chèn ép giữa các sinh viên cạnh nhau thiết bị như chột thì hư nhiều không có lót chột làm di chuyển thô cứng gây ảnh hưởng đến sinh viên trong các kỳ thi quan trọng,3,Negative
gửi đến nhà trường hệ điều hành mới dàn máy mới và ghế ngồi thoải mái hơn,4,Negative
thầy bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp,1,Positive
bài tập vừa sức đầy đủ,1,Positive
thiết bị dạy học kém máy đứng di chuyển chậm trong quá trình học và làm bài tập tại phòng máy tính bị đứng không thể tiếp tục làm bài và phải đổi máy để làm lại,3,Negative
thầy cung cấp đủ đề cương ôn tập,1,Positive
thầy dạy sát nội dung môn học giảng dạy từng nội dung của môn học rất kĩ lưỡng rõ ràng và dễ hiểu,1,Positive
thầy cho làm bài tập đầy đủ kết hợp với những kinh nghiệm thực tiễn được đưa vào bài học rất rõ ràng và hiệu quả,2,Positive
thầy dạy chậm rãi từng phần rất dễ hiểu tạo không khí thoải mái sôi nổi trong lớp tận tình chỉ dạy trả lời rất dễ hiểu những vấn đề trong lúc học mà sinh viên đặt ra,2,Positive
thầy chủ động tương tác với sinh viên trong giờ học chủ động hỏi sinh viên có chỗ nào chưa rõ thì thầy sẽ giảng lại rất nhiệt tình và có trách nhiệm với sinh viên,2,Positive
bài tập thầy ra sát với những gì đã học trên lớp giúp sinh viên có thể ôn tập tại nhà và nhớ lâu hơn những gì đã học,1,Positive
chấm điểm công bằng rõ ràng với sinh viên,2,Positive
trang bị phòng học đáp ứng tốt những thứ cần thiết cho môn học,3,Positive
thầy cung cấp tài liệu thông tin đầy đủ,1,Positive
thầy dạy rất tốt bám sát nội dung,1,Positive
kinh nghiệm thầy rất tốt không hiểu chỗ nào thầy điều tận tâm chỉ giúp,2,Positive
phương pháp giảng dạy của thầy tốt,2,Positive
thầy rất dễ thương,2,Positive
bài tập cũng không nhiều,1,Positive
10 điểm cho thầy khi giảng dạy và sự tận tâm của thầy,2,Positive
thầy vào dạy đúng giờ và kết thúc cũng đúng giờ,2,Positive
thiệt bị máy tính hoc online đầy đủ,3,Positive
giảng viên tốt,4,Positive
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn thông tin cá nhân của thầy cô đến sinh viên,1,Positive
dễ hiểu tận tâm,2,Positive
thầy chủ động tương tác với học viên trong giờ học thầy không chủ động tương tác với học viên trong giờ học thầy nhiệt tình và có trách nhiệm với học viên,2,Positive
không bỏ lớp,2,Positive
bài tập đủ,1,Positive
có chi tiết,1,Positive
bám sát nội dung của môn học,1,Positive
thầy dạy dễ hiểu chậm theo tiến độ giải thích kĩ cho sinh viên,2,Positive
thầy chủ động tương tác lắng nghe câu hỏi của sinh viên và giải đáp hướng dẫn cách giải,2,Positive
bài tập theo tài liệu môn học,1,Positive
thầy đúng giờ đúng theo thời khoá biểu,2,Positive
bám sát nội dung dễ hiểu,1,Positive
giải đáp mọi thắc mắt của sinh viên không đi quá nhanh,2,Positive
thầy luôn tương tác với sinh viên,2,Positive
thực hiện tốt quy chế,2,Positive
dạ em không có ý kiến gì,4,Neutral
thầy cung cấp đầy đủ đề cương chi tiết tài liệu tham khảo,1,Positive
thầy dạy rõ ràng trách nhiệm,1,Positive
không có y kiến,2,Neutral
thầy cung cấp đủ tài liệu,1,Positive
thầy cô thực hiện tốt,2,Positive
cô cung cấp đủ giải trình đưa ra mục tiêu học tập rồi đưa ra các tài liệu tham khảo,1,Positive
cô đưa các ý rõ trong bài luôn đưa ra chứng minh về những vấn đề đó cập nhât kiến thức mới,1,Positive
cô đưa ra những kinh nghiệm mà từng làm luôn đưa các vấn đề ra thực tiễn để sinh viên hiểu hơn bài học,2,Positive
cô dạy dễ hiểu đúng tiến độ sinh động,2,Positive
cô luôn tương tác với sinh viên cho các bài nhóm để thảo luận rất nhiệt giải quyết cho sinh viên,2,Positive
cô cho số lượng bài ổn định không quá nhiều,1,Positive
cô chấm hơi khó,2,Negative
cô luôn đúng giờ giấc dạy đến hết giờ,2,Positive
các thiết bị ổn định đầy đủ,3,Positive
mong các thầy cô không quá khắc khe trong thuyết trình,4,Negative
thầy cô chủ động tương tác với học viên trong giờ học,1,Positive
công minh,2,Positive
không có ý kiên,4,Neutral
that idea is very good and should be applied in practice,2,Positive
exercises should be small and suitable for students,1,Negative
should be friendly and cheerful with students,2,Negative
thầy cô vào ra lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng,2,Positive
no,3,Neutral
giáo trình bài giảng,1,Neutral
các ý kiến đề cấp đến hoạt động chấm điểm của thầy,2,Neutral
không ý kien,2,Neutral
không ý kien,1,Neutral
không ý kien,3,Neutral
không ý kien,4,Neutral
công tâm minh bạch,2,Positive
đầy đủ các thiết bị dạy,3,Positive
kinh nghiệm giảng dạy của thầy cô về môn học tốt,2,Positive
các ý kiến đề cập đến bài tập số lượng bài tập và các loại bài tập của giảng viên ddaayf đủ,1,Positive
cập nhật điểm cho sinh viên nha,2,Negative
cô chủ động tương tác với học viên trong giờ họ,2,Positive
cơ sở vật chất tiện nghi,3,Positive
phù hợp với bài giảng,1,Positive
công bằng hợp lí,2,Positive
